Health System,Hospital,State,URL,Site,Contact Info,Notes,Contacted
,VA MEDICAL CENTER - OKLAHOMA CITY,OK,,,,,
,JACK C. MONTGOMERY VA MEDICAL CENTER,OK,,,,,
,METHODIST HOSPITAL-NORTH,TN,,,,,
,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,GRAVETTE,,,,,
,METHODIST EXTENDED CARE HOSPITAL,TN,,,,,
,BAPTIST MEMORIAL HOSPITAL - COLLIERVILLE,TN,,,,,
,BAPTIST MEMORIAL HOSPITAL FOR WOMEN,TN,,,,,
,MERCY HOSPITAL OZARK,AR,,,,,
,METHODIST HOSPITAL GERMANTOWN,TN,,,,,
,LINCOLN MEDICAL CENTER,TN,,,,,
,TRISTAR SUMMIT MEDICAL CENTER,TN,,,,,
,SEILING MUNICIPAL HOSPITAL,OK,,,,,
,UPPER CONNECTICUT VALLEY HOSPITAL,NH,,,,,
,PANA COMMUNITY HOSPITAL,IL,,,,,
,HOSPITAL PEREA,PR,,,,,
,ALASKA PSYCHIATRIC INSTITUTE,AK,,,,,
,JOHNSON CITY SPECIALTY HOSPITAL,TN,,,,,
,TROUSDALE MEDICAL CENTER,TN,,,,,
,LAUDERDALE COMMUNITY HOSPITAL,TN,,,,,
,BAPTIST MEMORIAL HOSPITAL - UNION CITY,TN,,,,,
,BEDFORD COUNTY MEDICAL CENTER,TN,,,,,
,TENNOVA HEALTHCARE - SHELBYVILLE,TN,,,,,
,SWEETWATER HOSPITAL ASSOCIATION,TN,,,,,
,WOODRIDGE PSYCHIATRIC HOSPITAL,TN,,,,,
,NORTHEASTERN VERMONT REGIONAL HOSPITAL,VT,,,,,
,FAIRMONT GENERAL HOSPITAL,WV,,,,,
,CENTRO CARDIOVASCULAR DE PR Y CARIBE DR RAMON M SUAREZ,PR,,,,,
,MCKENZIE REGIONAL HOSPITAL,TN,,,,,
,CLAIBORNE COUNTY HOSPITAL,TN,,,,,
,ENCOMPASS HEALTH REHABILITATION OF PR,PR,,,,,
,THE WOMEN'S HOSPITAL AT CENTENNIAL,TN,,,,,
,HOSP GENERAL MENONITA - AIBONITO,PR,,,,,
,CUMBERLAND MEDICAL CENTER,TN,,,,,
,DECATUR COUNTY GENERAL HOSPITAL,TN,,,,,
,METROPOLITAN NASHVILLE GENERAL HOSPITAL,TN,,,,,
,LAKEWAY REGIONAL HOSPITAL,TN,,,,,
,STERLING SURGICAL HOSPITAL,LA,,,,,
,METROPOLITAN HOSPITAL,TN,,,,,
,OCHSNER MEDICAL CENTER- KENNER LLC,LA,,,,,
,UNITY MEDICAL CENTER,TN,,,,,
,WOMAN'S HOSPITAL,LA,,,,,
,BATON ROUGE BEHAVIORAL HOSPITAL,LA,,,,,
,TENNOVA HEALTHCARE - JAMESTOWN,TN,,,,,
,MT CARMEL EAST HOSPITAL,OH,,,,,
,SOUTHVIEW HOSPITAL,OH,,,,,
,TRINITY MEDICAL CENTER WEST-ER,OH,,,,,
,AKRON CHILDREN'S HOSP BEEGHLY,OH,,,,,
,VANDERBILT WILSON COUNTY HOSPITAL,TN,,,,,
,WAYNE MEDICAL CENTER,TN,,,,,
,VIBRA HOSPITAL OF AMARILLO,TX,,,,,
,SPENCER MUNICIPAL HOSPITAL,IA,,,,,
,MENTAL HEALTH INSITUTE HOSPITAL,IA,,,,,
,UNITYPOINT HEALTHCARE-FINLEY HOSPITAL,IA,,,,,
,MERCY MEDICAL CENTER-DES MOINES,IA,,,,,
,MT SINAI HOSPITAL MEDICAL CENTER,IL,,,,,
,COOK MEDICAL CENTER,GA,,,,,
,LIGHTHOUSE CARE CENTER OF AUGUSTA,GA,,,,,
,COLISEUM MEDICAL CENTERS,GA,,,,,
,LIBERTY REGIONAL MEDICAL CENTER,GA,,,,,
,STEPHENS COUNTY HOSPITAL,GA,,,,,
,PARK PLACE SURGICAL HOSPITAL,LA,,,,,
,LADY OF THE SEA GENERAL HOSPITAL,LA,,,,,
,OMEGA HOSPITAL,LA,,,,,
,RIVER OAKS HOSPITAL,LA,,,,,
,SOUTH CAMERON MEMORIAL HOSPITAL,LA,,,,,
,IBERIA MEDICAL CENTER,LA,,,,,
,MONROE SURGICAL HOSPITAL,LA,,,,,
,OUACHITA COMMUNITY HOSPITAL,LA,,,,,
,OAKDALE COMMUNITY HOSPITAL,LA,,,,,
,WOODLANDS BEHAVIORAL CENTER,LA,,,,,
,RED RIVER BEHAVIORAL CENTER,LA,,,,,
,NORTH OAKS MEDICAL CENTER,LA,,,,,
,COFFEE REGIONAL MEDICAL CENTER,GA,,,,,
,REHABILITATION HOSPITAL NAVICENT HEALTH,GA,,,,,
,WILDWOOD LIFESTYLE CENTER AND HOSPITAL,GA,,,,,
,EMORY UNIVERSITY HOSPITAL,GA,,,,,
,PHOEBE PUTNEY MEMORIAL HOSPITAL,GA,,,,,
,UNIVERSITY MEDICAL CENTER,LA,,,,,
,TOURO INFIRMARY,LA,,,,,
,ASSUMPTION COMMUNITY HOSPITAL,LA,,,,,
,SAINT JOSEPH HEALTH SERVICES OF RHODE ISLAND,RI,,,,,
,HASBRO CHILDRENS HOSPITAL,RI,,,,,
,MERCY MEDICAL CENTER-DUBUQUE,IA,,,,,
,CASS COUNTY MEMORIAL HOSPITAL,IA,,,,,
,IOWA LUTHERAN HOSPITAL,IA,,,,,
,IOWA METHODIST MEDICAL CENTER,IA,,,,,
,KEOKUK AREA HOSPITAL,IA,,,,,
,HORN MEMORIAL HOSPITAL,IA,,,,,
,JEFFERSON COUNTY HEALTH CENTER,IA,,,,,
,VETERANS MEMORIAL HOSPITAL,IA,,,,,
,CRAWFORD COUNTY MEMORIAL HOSPITAL,IA,,,,,
,MERCY MEDICAL CENTER WEST LAKES,IA,,,,,
,METHODIST WEST HOSPITAL,IA,,,,,
,VAN BUREN COUNTY HOSPITAL,IA,,,,,
,IOWA MEDICAL AND CLASSIFICATION CENTER,IA,,,,,
,DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,IA,,,,,
,OSCEOLA COMMUNITY HOSPITAL,IA,,,,,
,CLARINDA REGIONAL HEALTH CENTER,IA,,,,,
,POCAHONTAS COMMUNITY HOSPITAL,IA,,,,,
,RINGGOLD COUNTY HOSPITAL,IA,,,,,
,MYRTUE MEMORIAL HOSPITAL,IA,,,,,
,HEGG MEMORIAL HEALTH CENTER,IA,,,,,
,ORANGE CITY AREA HEALTH SYSTEM,IA,,,,,
,IOWA SPECIALTY HOSPITAL-CLARION,IA,,,,,
,IOWA SPECIALTY HOSPITAL - BELMOND,IA,,,,,
,WASHINGTON COUNTY HOSPITAL,WASHINGTON,,,,,
,WAYNE COUNTY HOSPITAL,IA,,,,,
,WINNESHIEK COUNTY MEMORIAL HOSPITAL,IA,,,,,
,REID HOSPITAL & HEALTH CARE SERVICES,IN,,,,,
,UNIVERSITY OF KY HOSPITAL,KY,,,,,
,MAINEGENERAL MEDICAL CENTER-THAYER,ME,,,,,
,MUNSON HEALTHCARE MANISTEE HOSPITAL,MI,,,,,
,HOSP UPR CAROLINA,PR,,,,,
,BEAUMONT HOSPITAL TROY,MI,,,,,
,MERCY HEALTH MUSKEGON,MI,,,,,
,COVENANT MEDICAL CENTER,MI,,,,,
,SPARROW SPECIALTY HOSPITAL,MI,,,,,
,COMMUNITY MEMORIAL HOSPITAL,MN,,,,,
,SOUTHSIDE REGIONAL MEDICAL CENTER,VA,,,,,
,COOK HOSPITAL,MN,,,,,
,SOUTHWEST REGIONAL REHABILITATION CENTER,MI,,,,,
,BIGFORK VALLEY HOSPITAL,MN,,,,,
,BUFFALO HOSPITAL,MN,,,,,
,CAMBRIDGE MEDICAL CENTER,MN,,,,,
,CENTRACARE HEALTH MONTICELLO,MN,,,,,
,AVERA MARSHALL REG MED CENTER,MN,,,,,
,AVERA TYLER HOSPITAL,MN,,,,,
,CENTRACARE HEALTH PAYNESVILLE,MN,,,,,
,CENTRACARE HEALTH SYS MELROSE,MN,,,,,
,CENTRACARE HEALTH SYSTEM,MN,,,,,
,ELY BLOOMENSON COMM HOSPITAL,MN,,,,,
,ESSENTIA HEALTH ADA,MN,,,,,
,ESSENTIA HEALTH FOSSTON,MN,,,,,
,ESSENTIA HEALTH NORTHERN PINES,MN,,,,,
,ESSENTIA HLTH HOLY TRINITY HOS,GRACEVILLE,,,,,
,GLENCOE REGIONAL HEALTH SRVCS,MN,,,,,
,HENNEPIN COUNTY MEDICAL CTR,MN,,,,,
,LAKEWOOD HEALTH SYSTEM,MN,,,,,
,MADELIA COMMUNITY HOSPITAL,MN,,,,,
,MADISON HOSPITAL,MN,,,,,
,MAHNOMEN HEALTH CENTER,MN,,,,,
,MAYO CLINIC HEALTH SYS MANKATO,MANKATO,,,,,
,MAYO CLINIC HEALTH SYSTEM IN RED WING,MN,,,,,
,MCHS NEW PRAGUE,MN,,,,,
,MILLE LACS HEALTH SYSTEM,MN,,,,,
,MURRAY COUNTY MEM HOSP,MN,,,,,
,OLMSTED MEDICAL CENTER,MN,,,,,
,PIPESTONE CO MED C & ASHTON CC,MN,,,,,
,PRAIRIE RIDGE HOSP HLTH SERV,MN,,,,,
,RIVERS EDGE HOSPITAL & CLINIC,MN,,,,,
,SANFORD BEMIDJI MEDICAL CENTER,MN,,,,,
,SANFORD CANBY MEDICAL CENTER,MN,,,,,
,SANFORD BAGLEY MEDICAL CENTER,MN,,,,,
,SANFORD JACKSON MEDICAL CENTER,MN,,,,,
,ST GABRIELS HOSPITAL,MN,,,,,
,ST JOSEPHS AREA HLTH SERVICES,MN,,,,,
,TRI COUNTY HOSPITAL,MN,,,,,
,UNITED HOSPITAL DISTRICT,BLUE EARTH,,,,,
,CHILDREN'S MERCY HOSPITAL,MO,,,,,
,ST. LOUIS CHILDREN'S HOSPITAL,MO,,,,,
,SAM RAYBURN MEMORIAL VETERANS CENTER,TX,,,,,
,WISHEK COMMUNITY HOSPITAL,ND,,,,,
,ASHLEY MEDICAL CENTER,ND,,,,,
,MCKENZIE COUNTY HEALTHCARE SYSTEMS,ND,,,,,
,SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY,BAKER CITY,,,,,
,SAMARITAN ALBANY GENERAL HOSPITAL,OR,,,,,
,ST ANTHONY HOSPITAL,OR,,,,,
,LORING HOSPITAL,IA,,,,,
,KOSSUTH COUNTY HOSPITAL,IA,,,,,
,ST. ANTHONY'S REGIONAL HOSPITAL,IA,,,,,
,BUENA VISTA REGIONAL MEDICAL CENTER,IA,,,,,
,ST CHARLES PRINEVILLE,OR,,,,,
,ASANTE THREE RIVERS MEDICAL CENTER,OR,,,,,
,VIBRA SPECIALTY HOSPITAL OF PORTLAND,OR,,,,,
,MONTGOMERY COUNTY MEMORIAL HOSPITAL,IA,,,,,
,AUDUBON COUNTY MEMORIAL HOSPITAL,IA,,,,,
,HIMA SAN PABLO - FAJARDO,PR,,,,,
,OLIN E. TEAGUE VETERANS' MEDICAL CENTER,TX,,,,,
,MICHAEL E. DEBAKEY VA MEDICAL CENTER,TX,,,,,
,CAPITAL HEALTH SYSTEM - FULD,NJ,,,,,
,LAKES REGIONAL HEALTHCARE,IA,,,,,
,SOIN MEDICAL CENTER,OH,,,,,
,GREENE MEMORIAL HOSPITAL,OH,,,,,
,CARLSBAD MEDICAL CENTER,NM,,,,,
,MORRISTOWN MEMORIAL HOSPITAL,NJ,,,,,
,SUMMIT HEALTHCARE ASSOCIATION,AZ,,,,,
,UNIVERSITY OF CINCINNATI MEDICAL CENTER,CINCINNATI,,,,,
,BLANCHARD VALLEY HOSPITAL,OH,,,,,
,HENRY COUNTY HOSPITAL,NAPOLEON,,,,,
,FISHER-TITUS HOSPITAL,OH,,,,,
,WINDSOR LAURELWOOD CENTER FOR BEHAVORIAL MEDICINE,OH,,,,,
,LAKE WEST HOSPITAL,OH,,,,,
,GREENE COUNTY MEDICAL CENTER,IA,,,,,
,GUTHRIE COUNTY HOSPITAL,IA,,,,,
,MERCY ST CHARLES HOSPITAL,OH,,,,,
,TOLEDO HOSPITAL THE,OH,,,,,
,HOSPITAL ORIENTE,PR,,,,,
,UNIVERSITY OF TOLEDO MEDICAL CENTER,OH,,,,,
,MADISON COUNTY HOSPITAL INC,OH,,,,,
,GERALD CHAMPION REGIONAL MEDICAL CENTER,NM,,,,,
,SURGICAL HOSPITAL AT SOUTHWOODS,OH,,,,,
,SAN JUAN REGIONAL MEDICAL CENTER,NM,,,,,
,ROOSEVELT GENERAL HOSPITAL,NM,,,,,
,KINGMAN REGIONAL MEDICAL CENTER,AZ,,,,,
,LITTLE COLORADO MEDICAL CENTER,AZ,,,,,
,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO,NM,,,,,
,UNIVERSITY OF NEW MEXICO HOSPITAL,NM,,,,,
,HUMBOLDT COUNTY MEMORIAL HOSPITAL,IA,,,,,
,ACOMA-CANONCITO-LAGUNA (ACL) HOSPITAL,NM,,,,,
,BROOKE ARMY MEDICAL CENTER,TX,,,,,
,HAVASU REGIONAL MEDICAL CENTER,AZ,,,,,
,COMANCHE COUNTY MEDICAL CENTER,TX,,,,,
,DIXIE REGIONAL MEDICAL CENTER,UT,,,,,
,KERRVILLE VA HOSPITAL,KERRVILLE,,,,,
,LODI COMMUNITY HOSPITAL,OH,,,,,
,SUMMA WADSWORTH-RITTMAN HOSPITAL,OH,,,,,
,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,OH,,,,,
,UPPER VALLEY MEDICAL CENTER,OH,,,,,
,VA MEDICAL CENTER - DALLAS,TX,,,,,
,DORIS MILLER DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,TX,,,,,
,THOMAS E. CREEK VA MEDICAL CENTER,TX,,,,,
,NORTH TEXAS STATE HOSPITAL WICHITA FALLS CAMPUS,TX,,,,,
,AUDIE L. MURPHY VA HOSPITAL,SAN ANTONIO,,,,,
,GRANDVIEW HOSPITAL & MEDICAL CENTER,OH,,,,,
,CARL R. DARNALL ARMY MEDICAL CENTER,TX,,,,,
,KETTERING MEDICAL CENTER,OH,,,,,
,DESTINY SPRINGS HEALTHCARE,AZ,,,,,
,ELLSWORTH MUNICIPAL HOSPITAL,IA,,,,,
,LIFE CARE HOSPITALS OF DAYTON,OH,,,,,
,KINDRED HOSPITALS-DAYTON,OH,,,,,
,GENESIS HOSPITAL,OH,,,,,
,BANNER DESERT MEDICAL CENTER,AZ,,,,,
,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS,AZ,,,,,
,SIERRA SURGERY HOSPITAL,NV,,,,,
,REHABILITATION HOSPITAL OF NORTHERN ARIZONA,FLAGSTAFF,,,,,
,SPRING MOUNTAIN TREATMENT CENTER,NV,,,,,
,VETERANS ADMINISTRATION MEDICAL CENTER,UT,,,,,
,VALLEY HOSPITAL MEDICAL CENTER,NV,,,,,
,COMMUNITY MEMORIAL HOSPITAL,IA,,,,,
,MERCY MEDICAL CENTER,IA,,,,,
,UNIVERSITY OF UTAH NEUROPSYCHIATRIC INSTITUTE (UNI),UT,,,,,
,ALTA VIEW HOSPITAL,UT,,,,,
,MERCY HOSPITAL,IA,,,,,
,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IA,,,,,
,ANAMOSA COMMUNITY HOSPITAL,IA,,,,,
,FILLMORE COMMUNITY MEDICAL CENTER,UT,,,,,
,KINDRED HOSPITAL - DALLAS,TX,,,,,
,PALMER LUTHERAN HEALTH CENTER,IA,,,,,
,MERCY HOSPITAL OF FRANCISCAN SISTERS,IA,,,,,
,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,IN,,,,,
,PHOENIX CHILDREN'S HOSPITAL AT DIGNITY HEALTH'S MERCY GILBERT,AZ,,,,,
,VIRGINIA GAY HOSPITAL,IA,,,,,
,SARTORI MEMORIAL HOSPITAL,IA,,,,,
,AULTMAN HOSPITAL,OH,,,,,
,MITCHELL COUNTY MEMORIAL HOSPITAL,IA,,,,,
,MONROE COUNTY HOSPITAL,IA,,,,,
,MERCY MEDICAL CENTER-CENTERVILLE,IA,,,,,
,UNITYPOINT HEALTH MARSHALLTOWN,IA,,,,,
,EUREKA COMMUNITY HEALTH SERVICES,SD,,,,,
,MOBRIDGE REGIONAL HOSPITAL AND CLINIC,SD,,,,,
,AVERA GREGORY HEALTHCARE CENTER,SD,,,,,
,MARICOPA MEDICAL CENTER,AZ,,,,,
,MOUNTAIN VISTA MEDICAL CENTER,MESA,,,,,
,LAWRENCE & MEMORIAL HOSPITAL,CT,,,,,
,WILLIAM W BACKUS HOSPITAL,CT,,,,,
,ABRAZO WEST CAMPUS HOSPITAL DEVELOPMENT OF WEST PHOENIX,AZ,,,,,
,WATERBURY HOSPITAL,CT,,,,,
,SAINT MARYS HOSPITAL,CT,,,,,
,CLAIBORNE MEMORIAL MEDICAL CENTER,LA,,,,,
,BRIDGEPORT HOSPITAL,CT,,,,,
,ST VINCENT'S MEDICAL CENTER,CT,,,,,
,DANBURY HOSPITAL,CT,,,,,
,SANFORD HOSPITAL WEBSTER,SD,,,,,
,LAKE CITY MEDICAL CENTER,FL,,,,,
,LOUISIANA EXTENDED CARE HOSPITAL OF WEST MONROE,LA,,,,,
,MADISON COUNTY HEALTHCARE SYSTEM,IA,,,,,
,EXCELA HEALTH LATROBE HOSPITAL,PA,,,,,
,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,,,,,
,WARREN GENERAL HOSPITAL,WARREN,,,,,
,WEST HOLT MEMORIAL HOSPITAL,NE,,,,,
,BANNER PAYSON REGIONAL,AZ,,,,,
,CANONSBURG GENERAL HOSPITAL,PA,,,,,
,MONONGAHELA VALLEY HOSPITAL,PA,,,,,
,ROBERT PACKER HOSPITAL,PA,,,,,
,NEW ULM MEDICAL CENTER,MN,,,,,
,FOUNDATIONS BEHAVIORAL HEALTH,PA,,,,,
,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,,,,,
,ARIA HEALTH BUCKS COUNTY,PA,,,,,
,GRAND VIEW HOSPITAL,PA,,,,,
,LOWER BUCKS HOSPITAL,PA,,,,,
,ACCORD REHABILITAION HOSPITAL,LA,,,,,
,POST ACUTE SPECIALTY HOSPITAL OF LAFAYETTE,LA,,,,,
,OSS ORTHOPAEDIC SPECIALTY HOSPITAL,PA,,,,,
,PHOENIX ER & MEDICAL HOSPITAL,AZ,,,,,
,YORK HOSPITAL,PA,,,,,
,UPMC MERCY,PA,,,,,
,OHIO VALLEY GENERAL HOSPITAL,PA,,,,,
,UPMC PRESBYTERIAN,PA,,,,,
,UPMC ST MARGARET,PA,,,,,
,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,NE,,,,,
,COLUMBUS COMMUNITY HOSPITAL,NE,,,,,
,COMMUNITY HOSPITAL,NE,,,,,
,MIDWEST SURGICAL HOSPITAL LLC,NE,,,,,
,KINDRED HOSPITAL PITTSBURGH NORTH SHORE,PA,,,,,
,CHILDRENS HOSPITAL OF PITTSBURGH,PA,,,,,
,FORBES HOSPITAL,PA,,,,,
,GOOD SAMARITAN REGIONAL HEALTH CENTER MT VERNON,IL,,,,,
,ST. JOSEPH'S HOSPITAL,IL,,,,,
,ST. MARY'S MEDICAL CENTER,MO,,,,,
,MENDOTA COMMUNITY HOSPITAL,IL,,,,,
,ALLEGHENY GENERAL HOSPITAL,PA,,,,,
,UPMC MCKEESPORT,PA,,,,,
,JEFFERSON REGIONAL MEDICAL CENTER,PITTSBURGH,,,,,
,SANFORD LUVERNE MEDICAL CENTER,MN,,,,,
,NORTHSHORE HEALTHSYSTEM DBA GLENBROOK HOSPITAL,IL,,,,,
,BUTLER COUNTY HEALTH CARE CENTER,NE,,,,,
,ANN & ROBERT H LURIE CHILDREN'S HOSPITAL OF CHICAGO,IL,,,,,
,LOCK HAVEN HOSPITAL,PA,,,,,
,BUCKTAIL MEDICAL CENTER,PA,,,,,
,ST LUKE'S MINERS MEMORIAL HOSPITAL,PA,,,,,
,CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,IL,,,,,
,GARFIELD PARK HOSPITAL,CHICAGO,,,,,
,HOSPITAL OF FOX CHASE CANCER CENTER,PA,,,,,
,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE RESURRECTION MEDICAL CENTER,IL,,,,,
,ARIA HEALTH FRANKFORD,PA,,,,,
,KINDRED HOSPITAL - PHILADELPHIA,PA,,,,,
,HAHNEMANN UNIVERSITY HOSPITAL,PA,,,,,
,ST JOSEPHS HOSPITAL,IL,,,,,
,ANTELOPE MEMORIAL HOSPITAL,NE,,,,,
,KIMBALL HEALTH SERVICES,NE,,,,,
,ST CHRISTOPHERS HOSPITAL FOR CHILDREN,PA,,,,,
,GOOD SHEPHERD PENN PARTNERS SPECIALTY HOSPITAL AT RITTENHOUSE,PA,,,,,
,FAIRMOUNT BEHAVIORAL HEALTH SYSTEMS,PA,,,,,
,VAN WERT COUNTY HOSPITAL,OH,,,,,
,ATRIUM MEDICAL CENTER,OH,,,,,
,MARIETTA MEMORIAL HOSPITAL,OH,,,,,
,MERCY HOSPITAL WALDRON,AR,,,,,
,ARKANSAS STATE HOSPITAL,AR,,,,,
,CONEMAUGH MEYERSDALE MEDICAL CENTER,PA,,,,,
,FIRST HOSPITAL WYOMING VALLEY,PA,,,,,
,GEISINGER WYOMING VALLEY MEDICAL CENTER,PA,,,,,
,WILKES-BARRE VETERANS AFFAIRS MEDICAL CENTER,PA,,,,,
,OSMOND GENERAL HOSPITAL,NE,,,,,
,GOOD SHEPHERD SPECIALTY HOSPITAL,PA,,,,,
,WEST LOS ANGELES MEDICAL CENTER,CA,,,,,
,VA CENTRAL CALIFORNIA HEALTH CARE SYSTEM,CA,,,,,
,NAVAL MEDICAL CENTER SAN DIEGO,CA,,,,,
,ELLWOOD CITY HOSPITAL,PA,,,,,
,WEED ARMY COMMUNITY HOSPITAL,CA,,,,,
,SAN FRANCISCO VA HEALTH CARE SYSTEM,CA,,,,,
,HORSHAM CLINIC,PA,,,,,
,MONTGOMERY COUNTY EMERGENCY SERVICE,PA,,,,,
,VALLEY FORGE MEDICAL CENTER & HOSPITAL,PA,,,,,
,LANSDALE HOSPITAL,PA,,,,,
,CLARKS SUMMIT STATE HOSPITAL,PA,,,,,
,MAIN LINE HOSPITAL LANKENAU,PA,,,,,
,MID-VALLEY HOSPITAL,PA,,,,,
,GEISINGER -LEWISTOWN HOSPITAL,PA,,,,,
,UPMC HORIZON,PA,,,,,
,SHARON REGIONAL HEALTH SYSTEM,PA,,,,,
,GROVE CITY MEDICAL CENTER,PA,,,,,
,BAPTIST HEALTH MEDICAL CENTER - LITTLE ROCK,AR,,,,,
,SAINT MARYS REGIONAL MEDICAL CENTER,ME,,,,,
,WITHAM HEALTH SERVICES,IN,,,,,
,PORTER-STARKE SERVICES INC,IN,,,,,
,WASHINGTON HEALTH GREENE,PA,,,,,
,COVINGTON COUNTY HOSPITAL,MS,,,,,
,CENTRAL MAINE MEDICAL CENTER,ME,,,,,
,ABRAZO ARIZONA HEART HOSPITAL,AZ,,,,,
,CROZER-CHESTER MEDICAL CENTER,PA,,,,,
,KINDRED HOSPITAL PHILADELPHIA - HAVERTOWN,PA,,,,,
,UPMC HAMOT,PA,,,,,
,SAINT VINCENT HOSPITAL,PA,,,,,
,ERIE VETERANS AFFAIRS MEDICAL CENTER,PA,,,,,
,THE REHABILITATION INSTITUTE OF ST. LOUIS,MO,,,,,
,SOUTH SHORE HOSPITAL,MA,,,,,
,GREENBAUM SURGICAL SPECIALTY HOSPITAL,AZ,,,,,
,CHANGEPOINT PSYCHIATRIC HOSPITAL,AZ,,,,,
,SOUTHWESTERN CHILDREN'S HEALTH SERVICES,CHANDLER,,,,,
,TEMPE ST LUKE'S HOSPITAL,TEMPE,,,,,
,SOUTHCOAST HOSPITALS GROUP - CHARLTON MEMORIAL HOSPITAL,MA,,,,,
,NORTH ADAMS REGIONAL HOSPITAL,MA,,,,,
,ANNA JAQUES HOSPITAL,MA,,,,,
,LAWRENCE GENERAL HOSPITAL,MA,,,,,
,SPRINGFIELD HOSPITAL,PA,,,,,
,MAYO CLINIC HOSPITAL ROCHESTER ST MARY'S CAMPUS,MN,,,,,
,TEMPLE UNIVERSITY-EPISCOPAL HOSP-ER,PA,,,,,
,ENDLESS MOUNTAINS HEALTH SYSTEMS,PA,,,,,
,ST LUKE'S HOSPITAL ANDERSON CAMPUS,PA,,,,,
,TERRE HAUTE REGIONAL HOSPITAL,IN,,,,,
,DIGNITY HEALTH CHANDLER REGIONAL MEDICAL CENTER,AZ,,,,,
,SELECT SPECIALTY HOSPITAL-EVANSVILLE,IN,,,,,
,UNION HOSPITAL INC,IN,,,,,
,NORTH GEORGIA MEDICAL CENTER,GA,,,,,
,AU MEDICAL CENTER,GA,,,,,
,BETHESDA NORTH,OH,,,,,
,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,GA,,,,,
,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,IN,,,,,
,GLOBAL REHAB REHABILITATION HOSPITAL,AZ,,,,,
,REGIONAL MENTAL HEALTH CENTER,IN,,,,,
,US AIR FORCE HOSPITAL-GLENDALE - CLOSED,AZ,,,,,
,US ARMY HOSPITAL-FT HUACHUCA,AZ,,,,,
,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,AR,,,,,
,ST LUKES HOSPITAL MONROE CAMPUS,PA,,,,,
,MAINE MEDICAL CENTER,ME,,,,,
,PIEDMONT COLUMBUS REGIONAL MIDTOWN,COLUMBUS,,,,,
,MEDINA HOSPITAL,OH,,,,,
,BEACAN BEHAVIORAL HEALTH BUNKIE,LA,,,,,
,ORCHARD HOSPITAL,CA,,,,,
,TUBA CITY REGIONAL HEALTH CARE,AZ,,,,,
,ST VINCENT DUNN HOSPITAL INC,IN,,,,,
,SAN CARLOS HOSPITAL,AZ,,,,,
,SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,,,,,
,EMORY REHABILITATION HOSPITAL,GA,,,,,
,CHRISTUS DUBUIS HOSPITAL OF ALEXANDRIA,ALEXANDRIA,,,,,
,CANYON VISTA MEDICAL CENTER,AZ,,,,,
,MARION GENERAL HOSPITAL,MS,,,,,
,SELLS HOSPITAL,AZ,,,,,
,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,CHINLE,,,,,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NEWNAN,GA,,,,,
,MEDICAL CENTER NAVICENT HEALTH,GA,,,,,
,WELLSTAR NORTH FULTON HOSPITAL,GA,,,,,
,ST MARY'S GOOD SAMARITAN HOSPITAL,GA,,,,,
,RIVERVIEW HOSPITAL,IN,,,,,
,VA MEDICAL CENTER - LIVERMORE DIVISION,CA,,,,,
,ST MARY'S GOOD SAMARITAN HOSPITAL,GA,,,,,
,ST MARY'S SACRED HEART HOSPITAL INC,GA,,,,,
,ST ELIZABETHS MEDICAL CENTER,MN,,,,,
,AVERA ST MARY'S HOSPITAL,SD,,,,,
,MADISON COMMUNITY HOSPITAL,SD,,,,,
,SANFORD ABERDEEN MEDICAL CENTER,SD,,,,,
,TUFTS MEDICAL CENTER,MA,,,,,
,WELLSTAR PAULDING HOSPITAL,GA,,,,,
,BOSTON MEDICAL CENTER - EAST NEWTON CAMPUS,MA,,,,,
,MILESTONE FOUNDATION - EXTENDED CARE,ME,,,,,
,WINONA HEALTH SERVICES,MN,,,,,
,BRIGHAM AND WOMEN'S HOSPITAL,MA,,,,,
,VA LONG BEACH HEALTHCARE SYSTEM,CA,,,,,
,CENTRAL ALABAMA VETERANS HEALTH CARE SYSTEM EAST CAMPUS,AL,,,,,
,ATHOL MEMORIAL HOSPITAL,MA,,,,,
,UMASS MEMORIAL MEDICAL CENTER - UNIVERSITY CAMPUS,MA,,,,,
,EMERSON HOSPITAL,MA,,,,,
